geneID	PR	FR	PS	FS	Tsil	Trepl	nout	npop
Potra000907g33484	2	0	0	0	3107111	15039033	1	94
Potra000907g33485	2	0	0	0	3107111	15039033	1	94
Potra000908g07360	9	4	2	3	3107111	15039033	1	94
Potra000908g07361	13	5	15	11	3107111	15039033	1	94
Potra000908g07363	16	21	7	3	3107111	15039033	1	94
Potra000908g07364	10	6	4	2	3107111	15039033	1	94
Potra000908g07365	4	6	1	1	3107111	15039033	1	94
Potra000908g07366	10	12	5	12	3107111	15039033	1	94
Potra000908g07367	11	4	15	12	3107111	15039033	1	94
Potra000908g07368	11	8	10	6	3107111	15039033	1	94
Potra000909g07370	2	4	0	0	3107111	15039033	1	94
Potra000909g07371	23	13	12	8	3107111	15039033	1	94
Potra000909g07372	5	5	4	5	3107111	15039033	1	94
Potra000909g07373	38	13	10	2	3107111	15039033	1	94
Potra000909g07374	16	24	8	12	3107111	15039033	1	94
Potra000910g07376	8	6	18	8	3107111	15039033	1	94
Potra000911g07380	15	5	4	1	3107111	15039033	1	94
Potra000911g07381	7	7	11	11	3107111	15039033	1	94
Potra000911g07382	0	0	5	3	3107111	15039033	1	94
Potra000912g07384	24	10	19	7	3107111	15039033	1	94
Potra000912g07385	28	5	15	7	3107111	15039033	1	94
Potra000912g07387	3	3	0	1	3107111	15039033	1	94
Potra000912g07390	24	12	59	38	3107111	15039033	1	94
Potra000912g07391	2	4	2	0	3107111	15039033	1	94
Potra000912g07392	97	38	26	16	3107111	15039033	1	94
Potra000912g07393	19	13	19	3	3107111	15039033	1	94
Potra000913g07396	7	5	3	3	3107111	15039033	1	94
Potra000913g07399	8	4	1	2	3107111	15039033	1	94
Potra000913g07400	7	19	11	14	3107111	15039033	1	94
Potra000913g07405	0	0	0	0	3107111	15039033	1	94
Potra000914g07406	9	6	10	9	3107111	15039033	1	94
Potra000914g07407	15	26	8	6	3107111	15039033	1	94
Potra000914g07409	15	2	13	3	3107111	15039033	1	94
Potra000914g07410	1	0	0	3	3107111	15039033	1	94
Potra000914g07411	14	2	11	2	3107111	15039033	1	94
Potra000914g07412	12	10	2	0	3107111	15039033	1	94
Potra000914g07414	35	19	11	6	3107111	15039033	1	94
Potra000914g07415	16	4	8	3	3107111	15039033	1	94
Potra000914g07416	9	5	5	1	3107111	15039033	1	94
Potra000914g07417	12	3	10	3	3107111	15039033	1	94
Potra000915g07418	7	7	4	9	3107111	15039033	1	94
Potra000915g07419	8	5	1	0	3107111	15039033	1	94
Potra000915g07422	8	6	3	2	3107111	15039033	1	94
Potra000915g07423	13	9	13	5	3107111	15039033	1	94
Potra000915g07426	15	6	2	2	3107111	15039033	1	94
Potra000915g07427	10	5	18	9	3107111	15039033	1	94
Potra000916g07429	20	15	15	13	3107111	15039033	1	94
Potra000916g07430	25	12	9	1	3107111	15039033	1	94
Potra000916g07432	0	1	1	0	3107111	15039033	1	94
Potra000916g07433	7	9	12	3	3107111	15039033	1	94
Potra000916g07434	10	8	20	9	3107111	15039033	1	94
Potra000916g07435	6	3	14	4	3107111	15039033	1	94
Potra000917g07437	5	1	4	0	3107111	15039033	1	94
Potra000917g07439	2	2	2	0	3107111	15039033	1	94
Potra000917g07440	57	15	25	9	3107111	15039033	1	94
Potra000918g07441	10	8	12	11	3107111	15039033	1	94
Potra000918g07443	11	6	10	8	3107111	15039033	1	94
Potra000918g07444	22	18	14	12	3107111	15039033	1	94
Potra000918g07445	11	9	6	5	3107111	15039033	1	94
Potra000919g07446	18	3	12	9	3107111	15039033	1	94
Potra000919g07447	11	10	13	6	3107111	15039033	1	94
Potra000919g07448	4	2	3	2	3107111	15039033	1	94
Potra000919g07449	22	3	14	5	3107111	15039033	1	94
Potra000919g07450	0	0	0	0	3107111	15039033	1	94
Potra000919g07451	7	1	2	0	3107111	15039033	1	94
Potra000919g07452	0	0	0	0	3107111	15039033	1	94
Potra000919g07453	66	50	14	6	3107111	15039033	1	94
Potra000919g07454	22	12	8	3	3107111	15039033	1	94
Potra000919g07455	4	3	3	2	3107111	15039033	1	94
Potra000919g07456	19	22	21	13	3107111	15039033	1	94
Potra000921g07457	12	3	5	0	3107111	15039033	1	94
Potra000921g07458	6	2	2	3	3107111	15039033	1	94
Potra000921g07459	0	0	7	5	3107111	15039033	1	94
Potra000921g07460	8	3	11	7	3107111	15039033	1	94
Potra000921g07461	5	3	1	1	3107111	15039033	1	94
Potra000921g07464	11	6	4	2	3107111	15039033	1	94
Potra000921g07465	16	11	7	8	3107111	15039033	1	94
Potra000921g07466	14	18	6	6	3107111	15039033	1	94
Potra000921g33506	32	27	9	4	3107111	15039033	1	94
Potra000922g34617	0	0	0	0	3107111	15039033	1	94
Potra000923g07467	6	2	5	8	3107111	15039033	1	94
Potra000923g07468	26	17	27	16	3107111	15039033	1	94
Potra000923g07469	2	3	0	0	3107111	15039033	1	94
Potra000923g07470	0	4	1	2	3107111	15039033	1	94
Potra000923g07471	11	8	0	3	3107111	15039033	1	94
Potra000923g07472	9	5	8	15	3107111	15039033	1	94
Potra000924g07475	0	0	0	0	3107111	15039033	1	94
Potra000924g07477	17	9	14	4	3107111	15039033	1	94
Potra000924g07478	5	2	2	0	3107111	15039033	1	94
Potra000924g07479	1	0	2	0	3107111	15039033	1	94
Potra000924g07480	73	9	26	3	3107111	15039033	1	94
Potra000924g07481	29	7	19	2	3107111	15039033	1	94
Potra000924g07482	212	45	47	13	3107111	15039033	1	94
Potra000924g07483	19	8	9	4	3107111	15039033	1	94
Potra000924g07484	28	7	9	2	3107111	15039033	1	94
Potra000924g07485	13	3	20	4	3107111	15039033	1	94
Potra000924g07486	33	15	9	3	3107111	15039033	1	94
Potra000924g33507	0	0	0	0	3107111	15039033	1	94
Potra000924g33712	0	0	0	0	3107111	15039033	1	94
Potra000924g35616	32	1	9	4	3107111	15039033	1	94
Potra000925g07487	8	2	9	4	3107111	15039033	1	94
Potra000925g07488	10	7	6	3	3107111	15039033	1	94
Potra000925g07490	22	8	3	2	3107111	15039033	1	94
Potra000925g07493	3	4	3	2	3107111	15039033	1	94
Potra000925g07495	7	16	5	0	3107111	15039033	1	94
Potra000925g07497	6	8	5	1	3107111	15039033	1	94
Potra000926g07499	3	9	5	7	3107111	15039033	1	94
Potra000926g07500	23	8	6	4	3107111	15039033	1	94
Potra000926g07501	21	10	13	8	3107111	15039033	1	94
Potra000926g07502	0	0	0	0	3107111	15039033	1	94
Potra000926g07504	2	2	4	1	3107111	15039033	1	94
Potra000926g07505	15	7	7	3	3107111	15039033	1	94
Potra000926g07506	6	7	7	6	3107111	15039033	1	94
Potra000926g07507	10	1	3	2	3107111	15039033	1	94
Potra000926g07508	17	18	6	5	3107111	15039033	1	94
Potra000926g07509	32	14	16	6	3107111	15039033	1	94
Potra000926g07510	47	21	20	20	3107111	15039033	1	94
Potra000926g07512	2	0	6	1	3107111	15039033	1	94
Potra000926g07513	35	15	9	3	3107111	15039033	1	94
Potra000926g07514	0	0	0	0	3107111	15039033	1	94
Potra000926g07515	16	6	9	6	3107111	15039033	1	94
Potra000926g07516	41	30	21	17	3107111	15039033	1	94
Potra000926g07519	8	7	8	7	3107111	15039033	1	94
Potra000926g07520	9	15	4	5	3107111	15039033	1	94
Potra000926g07521	3	14	2	6	3107111	15039033	1	94
Potra000926g07522	48	26	17	12	3107111	15039033	1	94
Potra000927g07525	2	3	0	0	3107111	15039033	1	94
Potra000927g07526	4	9	2	6	3107111	15039033	1	94
Potra000927g07528	21	11	11	6	3107111	15039033	1	94
Potra000927g07529	41	13	36	19	3107111	15039033	1	94
Potra000927g07530	32	16	21	9	3107111	15039033	1	94
Potra000927g07531	6	3	4	2	3107111	15039033	1	94
Potra000927g07533	3	1	0	0	3107111	15039033	1	94
Potra000927g07534	29	32	32	23	3107111	15039033	1	94
Potra000927g07536	18	6	8	1	3107111	15039033	1	94
Potra000927g07537	1	1	5	0	3107111	15039033	1	94
Potra000927g07539	2	1	2	0	3107111	15039033	1	94
Potra000927g07540	37	24	9	9	3107111	15039033	1	94
Potra000927g07541	14	2	13	4	3107111	15039033	1	94
Potra000927g07543	20	14	9	4	3107111	15039033	1	94
Potra000927g07545	8	4	0	0	3107111	15039033	1	94
Potra000927g07547	0	0	0	0	3107111	15039033	1	94
Potra000927g07548	7	2	3	1	3107111	15039033	1	94
Potra000927g07549	18	19	18	7	3107111	15039033	1	94
Potra000927g07550	35	19	12	7	3107111	15039033	1	94
Potra000927g07551	3	1	4	2	3107111	15039033	1	94
Potra000927g07553	47	21	19	9	3107111	15039033	1	94
Potra000927g07554	12	2	9	2	3107111	15039033	1	94
Potra000927g33515	4	2	4	3	3107111	15039033	1	94
Potra000928g07555	13	4	7	4	3107111	15039033	1	94
Potra000928g07556	15	1	1	0	3107111	15039033	1	94
Potra000928g07557	0	0	0	0	3107111	15039033	1	94
Potra000928g07558	10	3	5	1	3107111	15039033	1	94
Potra000928g07559	25	10	19	13	3107111	15039033	1	94
Potra000928g07560	20	9	12	6	3107111	15039033	1	94
Potra000928g07561	0	0	0	0	3107111	15039033	1	94
Potra000928g07562	0	2	0	1	3107111	15039033	1	94
Potra000928g07563	2	4	0	0	3107111	15039033	1	94
Potra000929g07564	30	18	13	6	3107111	15039033	1	94
Potra000929g07566	6	3	5	1	3107111	15039033	1	94
Potra000929g07567	1	0	0	0	3107111	15039033	1	94
Potra000929g07568	4	1	1	1	3107111	15039033	1	94
Potra000929g07569	25	17	8	7	3107111	15039033	1	94
Potra000929g07571	96	32	39	15	3107111	15039033	1	94
Potra000930g07572	14	10	21	12	3107111	15039033	1	94
Potra000930g07573	25	6	26	6	3107111	15039033	1	94
Potra000930g07574	29	34	6	10	3107111	15039033	1	94
Potra000930g07576	1	1	3	2	3107111	15039033	1	94
Potra000930g07577	17	5	1	1	3107111	15039033	1	94
Potra000930g07578	0	1	0	0	3107111	15039033	1	94
Potra000930g07579	26	9	6	1	3107111	15039033	1	94
Potra000930g07581	20	22	3	0	3107111	15039033	1	94
Potra000930g07583	0	0	0	0	3107111	15039033	1	94
Potra000930g07584	25	3	22	7	3107111	15039033	1	94
Potra000930g07586	37	25	12	7	3107111	15039033	1	94
Potra000930g07588	9	8	9	5	3107111	15039033	1	94
Potra000930g07589	9	2	5	2	3107111	15039033	1	94
Potra000930g33524	17	6	10	2	3107111	15039033	1	94
Potra000930g33525	1	0	2	0	3107111	15039033	1	94
Potra000931g07591	6	3	5	2	3107111	15039033	1	94
Potra000931g07593	20	4	4	8	3107111	15039033	1	94
Potra000931g07594	5	4	3	4	3107111	15039033	1	94
Potra000931g07596	14	5	10	4	3107111	15039033	1	94
Potra000931g07597	4	3	3	4	3107111	15039033	1	94
Potra000931g07598	11	8	13	5	3107111	15039033	1	94
Potra000931g07601	3	0	2	0	3107111	15039033	1	94
Potra000931g07602	19	6	13	6	3107111	15039033	1	94
Potra000931g07603	23	16	9	8	3107111	15039033	1	94
Potra000931g07605	14	7	7	2	3107111	15039033	1	94
Potra000931g07606	0	1	1	3	3107111	15039033	1	94
Potra000931g07608	10	7	8	2	3107111	15039033	1	94
Potra000931g07609	23	11	18	9	3107111	15039033	1	94
Potra000932g07610	75	8	63	17	3107111	15039033	1	94
Potra000932g07612	3	15	2	3	3107111	15039033	1	94
Potra000932g07613	30	19	11	9	3107111	15039033	1	94
Potra000932g07615	10	11	6	7	3107111	15039033	1	94
Potra000932g07616	14	9	6	4	3107111	15039033	1	94
Potra000932g07619	15	5	14	1	3107111	15039033	1	94
Potra000933g07620	52	40	12	15	3107111	15039033	1	94
Potra000933g07621	0	2	0	1	3107111	15039033	1	94
Potra000933g07622	0	0	0	0	3107111	15039033	1	94
Potra000933g07623	1	0	0	0	3107111	15039033	1	94
Potra000933g07624	0	0	0	0	3107111	15039033	1	94
Potra000934g07626	11	6	12	3	3107111	15039033	1	94
Potra000934g07627	6	0	0	3	3107111	15039033	1	94
Potra000934g07628	22	29	11	17	3107111	15039033	1	94
Potra000934g07629	6	3	3	1	3107111	15039033	1	94
Potra000934g07630	33	6	21	11	3107111	15039033	1	94
Potra000934g07631	0	0	0	0	3107111	15039033	1	94
Potra000934g35557	1	0	0	0	3107111	15039033	1	94
Potra000935g07632	16	7	6	2	3107111	15039033	1	94
Potra000935g07633	8	6	2	0	3107111	15039033	1	94
Potra000935g07634	66	33	13	12	3107111	15039033	1	94
Potra000935g07635	55	32	21	9	3107111	15039033	1	94
Potra000935g07636	14	0	10	0	3107111	15039033	1	94
Potra000936g07640	13	0	6	3	3107111	15039033	1	94
Potra000936g07642	27	19	8	9	3107111	15039033	1	94
Potra000936g07643	16	0	1	0	3107111	15039033	1	94
Potra000936g07644	4	1	0	0	3107111	15039033	1	94
Potra000936g07645	0	0	1	0	3107111	15039033	1	94
Potra000936g07649	0	0	0	0	3107111	15039033	1	94
Potra000937g07650	11	11	9	5	3107111	15039033	1	94
Potra000937g07651	36	8	23	5	3107111	15039033	1	94
Potra000937g07652	26	10	12	6	3107111	15039033	1	94
Potra000937g07653	23	11	12	3	3107111	15039033	1	94
Potra000937g07654	6	1	1	0	3107111	15039033	1	94
Potra000937g07657	27	11	12	6	3107111	15039033	1	94
Potra000937g07658	0	0	0	0	3107111	15039033	1	94
Potra000937g33527	0	0	1	0	3107111	15039033	1	94
Potra000937g35238	11	2	1	0	3107111	15039033	1	94
Potra000938g07659	18	7	9	3	3107111	15039033	1	94
Potra000938g07660	15	5	6	1	3107111	15039033	1	94
Potra000938g07661	10	4	6	6	3107111	15039033	1	94
Potra000938g07665	14	8	4	2	3107111	15039033	1	94
Potra000938g07666	1	2	4	2	3107111	15039033	1	94
Potra000938g07667	4	5	5	4	3107111	15039033	1	94
Potra000938g07671	4	2	10	8	3107111	15039033	1	94
Potra000938g07673	7	6	3	6	3107111	15039033	1	94
Potra000938g07674	5	4	3	3	3107111	15039033	1	94
Potra000938g07676	12	19	2	3	3107111	15039033	1	94
Potra000938g07677	5	19	0	3	3107111	15039033	1	94
Potra000938g07679	5	1	12	11	3107111	15039033	1	94
Potra000938g33529	16	4	6	5	3107111	15039033	1	94
Potra000939g07681	15	13	14	8	3107111	15039033	1	94
Potra000939g07682	22	12	8	10	3107111	15039033	1	94
Potra000939g07683	1	1	3	1	3107111	15039033	1	94
Potra000940g07684	6	6	3	1	3107111	15039033	1	94
Potra000940g07685	16	7	3	3	3107111	15039033	1	94
Potra000940g07686	89	28	16	10	3107111	15039033	1	94
Potra000940g07687	18	7	7	4	3107111	15039033	1	94
Potra000940g07689	0	0	0	0	3107111	15039033	1	94
Potra000940g07690	0	0	0	0	3107111	15039033	1	94
Potra000941g07691	16	6	7	7	3107111	15039033	1	94
Potra000941g07692	20	12	12	8	3107111	15039033	1	94
Potra000941g07694	5	2	4	1	3107111	15039033	1	94
Potra000941g07695	36	12	10	8	3107111	15039033	1	94
Potra000941g07696	10	5	4	3	3107111	15039033	1	94
Potra000941g07697	15	3	6	3	3107111	15039033	1	94
Potra000941g07698	33	17	6	10	3107111	15039033	1	94
Potra000941g07699	0	1	0	0	3107111	15039033	1	94
Potra000941g07700	1	2	0	0	3107111	15039033	1	94
Potra000941g07702	10	10	5	3	3107111	15039033	1	94
Potra000942g07704	0	1	5	2	3107111	15039033	1	94
Potra000942g07705	5	5	2	0	3107111	15039033	1	94
Potra000942g07706	6	5	0	2	3107111	15039033	1	94
Potra000942g07707	8	11	3	9	3107111	15039033	1	94
Potra000942g07709	8	5	2	3	3107111	15039033	1	94
Potra000942g07711	6	12	10	5	3107111	15039033	1	94
Potra000942g07712	26	14	11	9	3107111	15039033	1	94
Potra000942g07713	4	1	14	3	3107111	15039033	1	94
Potra000942g35543	4	0	0	0	3107111	15039033	1	94
Potra000943g07716	0	0	0	0	3107111	15039033	1	94
Potra000943g07717	5	0	4	3	3107111	15039033	1	94
Potra000943g07718	15	23	7	5	3107111	15039033	1	94
Potra000943g07720	9	10	5	6	3107111	15039033	1	94
Potra000943g07721	3	4	3	1	3107111	15039033	1	94
Potra000943g07722	6	8	3	1	3107111	15039033	1	94
Potra000943g07723	7	1	1	1	3107111	15039033	1	94
Potra000943g07724	41	21	21	22	3107111	15039033	1	94
Potra000943g07725	3	2	3	1	3107111	15039033	1	94
Potra000943g07726	4	4	0	1	3107111	15039033	1	94
Potra000943g34720	3	3	0	3	3107111	15039033	1	94
Potra000944g07731	3	1	2	1	3107111	15039033	1	94
Potra000944g07732	6	9	6	7	3107111	15039033	1	94
Potra000944g07733	21	15	5	8	3107111	15039033	1	94
Potra000944g07735	28	19	15	11	3107111	15039033	1	94
Potra000944g07736	10	10	3	4	3107111	15039033	1	94
Potra000945g07738	11	22	10	10	3107111	15039033	1	94
Potra000945g07741	4	9	6	4	3107111	15039033	1	94
Potra000945g07742	1	0	1	0	3107111	15039033	1	94
Potra000945g07744	1	0	2	1	3107111	15039033	1	94
Potra000945g07745	9	5	11	12	3107111	15039033	1	94
Potra000945g07746	6	4	2	8	3107111	15039033	1	94
Potra000945g07748	10	1	1	1	3107111	15039033	1	94
Potra000945g07749	8	5	12	7	3107111	15039033	1	94
Potra000945g33539	6	2	6	2	3107111	15039033	1	94
Potra000946g07750	16	15	9	7	3107111	15039033	1	94
Potra000946g07751	24	25	9	8	3107111	15039033	1	94
Potra000946g07752	0	0	0	0	3107111	15039033	1	94
Potra000947g07753	17	11	5	4	3107111	15039033	1	94
Potra000947g07754	35	23	10	9	3107111	15039033	1	94
Potra000947g07755	19	2	4	3	3107111	15039033	1	94
Potra000947g07756	25	14	15	13	3107111	15039033	1	94
Potra000947g07757	21	7	12	8	3107111	15039033	1	94
Potra000947g07759	15	10	9	5	3107111	15039033	1	94
Potra000947g07760	16	11	8	2	3107111	15039033	1	94
Potra000947g07761	14	4	3	1	3107111	15039033	1	94
Potra000947g07762	11	10	10	3	3107111	15039033	1	94
Potra000947g07763	2	0	6	1	3107111	15039033	1	94
Potra000947g07764	6	5	11	7	3107111	15039033	1	94
Potra000947g07765	5	4	2	4	3107111	15039033	1	94
Potra000947g07766	6	1	13	7	3107111	15039033	1	94
Potra000948g07768	16	11	19	8	3107111	15039033	1	94
Potra000948g07769	0	0	0	0	3107111	15039033	1	94
Potra000948g07770	34	18	11	11	3107111	15039033	1	94
Potra000948g07771	48	16	24	14	3107111	15039033	1	94
Potra000949g07772	16	7	14	4	3107111	15039033	1	94
Potra000949g07773	13	3	5	7	3107111	15039033	1	94
Potra000950g07775	28	16	8	6	3107111	15039033	1	94
Potra000950g07780	8	5	1	1	3107111	15039033	1	94
Potra000950g07781	3	0	8	3	3107111	15039033	1	94
Potra000950g07782	8	2	6	9	3107111	15039033	1	94
Potra000950g07783	31	18	25	8	3107111	15039033	1	94
Potra000950g07786	29	16	8	5	3107111	15039033	1	94
Potra000950g07788	1	0	3	0	3107111	15039033	1	94
Potra000950g07789	14	5	6	1	3107111	15039033	1	94
Potra000950g07790	8	6	18	6	3107111	15039033	1	94
Potra000950g07791	6	5	2	2	3107111	15039033	1	94
Potra000950g07792	16	6	7	9	3107111	15039033	1	94
Potra000950g07794	10	0	11	0	3107111	15039033	1	94
Potra000950g07796	3	0	1	0	3107111	15039033	1	94
Potra000950g34853	2	3	0	0	3107111	15039033	1	94
Potra000951g07798	6	4	1	2	3107111	15039033	1	94
Potra000951g07799	3	2	4	1	3107111	15039033	1	94
Potra000951g07800	6	6	6	2	3107111	15039033	1	94
Potra000951g07803	37	16	8	7	3107111	15039033	1	94
Potra000951g07804	12	8	9	7	3107111	15039033	1	94
Potra000951g07808	8	5	2	7	3107111	15039033	1	94
Potra000951g07811	7	2	10	4	3107111	15039033	1	94
Potra000951g33553	3	5	3	0	3107111	15039033	1	94
Potra000952g07814	21	5	18	4	3107111	15039033	1	94
Potra000952g07815	12	12	8	9	3107111	15039033	1	94
Potra000952g07816	33	7	18	8	3107111	15039033	1	94
Potra000952g07817	6	7	5	4	3107111	15039033	1	94
Potra000952g33846	0	0	0	0	3107111	15039033	1	94
Potra000954g07818	29	21	15	12	3107111	15039033	1	94
Potra000954g07819	35	14	30	10	3107111	15039033	1	94
Potra000954g07820	15	15	5	3	3107111	15039033	1	94
Potra000954g07821	22	7	10	5	3107111	15039033	1	94
Potra000954g07822	12	5	15	0	3107111	15039033	1	94
Potra000954g07824	41	4	14	6	3107111	15039033	1	94
Potra000954g07825	1	8	1	1	3107111	15039033	1	94
Potra000954g07826	0	0	0	0	3107111	15039033	1	94
Potra000954g07827	9	4	10	5	3107111	15039033	1	94
Potra000954g07828	7	0	10	4	3107111	15039033	1	94
Potra000954g33555	5	1	1	1	3107111	15039033	1	94
Potra000955g07829	80	57	33	20	3107111	15039033	1	94
Potra000955g07831	0	3	2	2	3107111	15039033	1	94
Potra000955g07832	6	12	6	5	3107111	15039033	1	94
Potra000955g07834	1	0	1	1	3107111	15039033	1	94
Potra000955g07835	16	26	6	12	3107111	15039033	1	94
Potra000955g07836	10	6	7	2	3107111	15039033	1	94
Potra000955g07839	6	8	0	3	3107111	15039033	1	94
Potra000955g07843	1	0	1	0	3107111	15039033	1	94
Potra000956g07844	25	21	5	10	3107111	15039033	1	94
Potra000956g07845	63	37	42	26	3107111	15039033	1	94
Potra000956g07847	15	3	19	4	3107111	15039033	1	94
Potra000956g07848	15	18	8	9	3107111	15039033	1	94
Potra000957g07850	14	5	16	15	3107111	15039033	1	94
Potra000957g07851	26	9	8	5	3107111	15039033	1	94
Potra000957g07852	1	1	3	5	3107111	15039033	1	94
Potra000957g07855	22	4	2	0	3107111	15039033	1	94
Potra000957g07856	21	14	29	19	3107111	15039033	1	94
Potra000958g07858	11	4	1	3	3107111	15039033	1	94
Potra000958g07859	20	13	10	4	3107111	15039033	1	94
Potra000958g07860	24	14	15	10	3107111	15039033	1	94
Potra000958g07862	15	9	1	2	3107111	15039033	1	94
Potra000958g07863	14	0	1	0	3107111	15039033	1	94
Potra000958g07865	4	2	5	4	3107111	15039033	1	94
Potra000958g07866	0	1	2	1	3107111	15039033	1	94
Potra000958g07867	62	36	17	19	3107111	15039033	1	94
Potra000958g07868	4	1	1	0	3107111	15039033	1	94
Potra000958g07869	6	3	4	3	3107111	15039033	1	94
Potra000958g07870	27	12	7	5	3107111	15039033	1	94
Potra000958g07872	10	4	15	3	3107111	15039033	1	94
Potra000959g07873	3	0	3	0	3107111	15039033	1	94
Potra000959g07874	15	12	13	5	3107111	15039033	1	94
Potra000959g07875	7	6	4	5	3107111	15039033	1	94
Potra000959g07876	34	19	29	27	3107111	15039033	1	94
Potra000959g07877	12	10	2	3	3107111	15039033	1	94
Potra000959g07878	1	0	1	1	3107111	15039033	1	94
Potra000960g07880	9	3	10	7	3107111	15039033	1	94
Potra000960g07881	17	8	7	6	3107111	15039033	1	94
Potra000960g07882	20	28	3	10	3107111	15039033	1	94
Potra000960g07884	11	3	11	3	3107111	15039033	1	94
Potra000960g07885	12	5	17	10	3107111	15039033	1	94
Potra000960g07887	14	5	4	5	3107111	15039033	1	94
Potra000960g07888	16	20	7	5	3107111	15039033	1	94
Potra000960g07889	17	4	6	5	3107111	15039033	1	94
Potra000961g07890	21	23	5	5	3107111	15039033	1	94
Potra000961g07891	15	20	5	4	3107111	15039033	1	94
Potra000961g07894	26	13	7	6	3107111	15039033	1	94
Potra000961g07895	19	7	13	10	3107111	15039033	1	94
Potra000961g07897	27	12	13	8	3107111	15039033	1	94
Potra000961g07898	20	9	9	9	3107111	15039033	1	94
Potra000961g07899	4	5	4	2	3107111	15039033	1	94
Potra000961g07900	8	9	4	5	3107111	15039033	1	94
Potra000961g07901	22	7	28	13	3107111	15039033	1	94
Potra000961g07902	16	6	5	5	3107111	15039033	1	94
Potra000961g07903	1	2	1	0	3107111	15039033	1	94
Potra000962g07907	2	5	9	4	3107111	15039033	1	94
Potra000962g07908	13	26	5	21	3107111	15039033	1	94
Potra000963g07910	6	13	3	0	3107111	15039033	1	94
Potra000963g07913	4	1	6	5	3107111	15039033	1	94
Potra000963g07914	23	20	6	9	3107111	15039033	1	94
Potra000963g07915	7	10	4	4	3107111	15039033	1	94
Potra000963g07916	0	1	0	0	3107111	15039033	1	94
Potra000963g07918	19	13	6	9	3107111	15039033	1	94
Potra000964g07920	6	6	15	10	3107111	15039033	1	94
Potra000964g07921	19	6	19	11	3107111	15039033	1	94
Potra000964g07922	24	12	5	0	3107111	15039033	1	94
Potra000964g07924	1	2	7	4	3107111	15039033	1	94
Potra000964g07925	4	6	6	4	3107111	15039033	1	94
Potra000965g07927	13	8	9	4	3107111	15039033	1	94
Potra000965g07928	9	4	1	3	3107111	15039033	1	94
Potra000965g07929	20	13	11	13	3107111	15039033	1	94
Potra000965g07931	3	1	4	0	3107111	15039033	1	94
Potra000965g07932	10	3	7	7	3107111	15039033	1	94
Potra000965g07934	2	0	0	0	3107111	15039033	1	94
Potra000965g07935	0	0	0	0	3107111	15039033	1	94
Potra000965g07936	2	0	2	3	3107111	15039033	1	94
